,Unnamed: 0,acc,bool_hebbian,phi,theta
161,161,0.5736,0,0.4000000000000001,1
162,162,0.8370000000000001,0,0.4000000000000001,1
163,163,0.7375,0,0.4000000000000001,1
164,164,0.9289,0,0.4000000000000001,1
165,165,0.7609,1,0.4000000000000001,1
166,166,0.9111,1,0.4000000000000001,1
167,167,0.6742,1,0.4000000000000001,1
168,168,0.8044,1,0.4000000000000001,1
169,169,0.5755,1,0.4000000000000001,1
170,170,0.7525,0,0.4500000000000001,1
171,171,0.5645,0,0.4500000000000001,1
172,172,0.6425,0,0.4500000000000001,1
173,173,0.6333,0,0.4500000000000001,1
174,174,0.7672,0,0.4500000000000001,1
175,175,0.9279999999999999,1,0.4500000000000001,1
176,176,0.6322,1,0.4500000000000001,1
177,177,0.9315,1,0.4500000000000001,1
178,178,0.8237,1,0.4500000000000001,1
179,179,0.9326,1,0.4500000000000001,1
180,180,0.5710000000000001,0,0.5000000000000001,1
181,181,0.6801,0,0.5000000000000001,1
182,182,0.6577,0,0.5000000000000001,1
183,183,0.6796,0,0.5000000000000001,1
184,184,0.8398,0,0.5000000000000001,1
185,185,0.5306,1,0.5000000000000001,1
186,186,0.8958,1,0.5000000000000001,1
187,187,0.5841,1,0.5000000000000001,1
188,188,0.7018,1,0.5000000000000001,1
189,189,0.5675,1,0.5000000000000001,1
190,190,0.8417,0,0.5500000000000002,1
191,191,0.6677,0,0.5500000000000002,1
192,192,0.5525,0,0.5500000000000002,1
193,193,0.7308,0,0.5500000000000002,1
194,194,0.7415,0,0.5500000000000002,1
195,195,0.6892,1,0.5500000000000002,1
196,196,0.9389,1,0.5500000000000002,1
197,197,0.7934,1,0.5500000000000002,1
198,198,0.5101,1,0.5500000000000002,1
199,199,0.6774,1,0.5500000000000002,1
200,200,0.6817,0,0.6000000000000002,1
201,201,0.7455,0,0.6000000000000002,1
202,202,0.9395,0,0.6000000000000002,1
203,203,0.6767,0,0.6000000000000002,1
204,204,0.6796,0,0.6000000000000002,1
205,205,0.9416,1,0.6000000000000002,1
206,206,0.4594,1,0.6000000000000002,1
207,207,0.7557,1,0.6000000000000002,1
208,208,0.7039,1,0.6000000000000002,1
209,209,0.7912,1,0.6000000000000002,1
210,210,0.4651,0,0.6500000000000001,1
211,211,0.9453,0,0.6500000000000001,1
212,212,0.7632,0,0.6500000000000001,1
213,213,0.9203,0,0.6500000000000001,1
214,214,0.6883,0,0.6500000000000001,1
215,215,0.7573,1,0.6500000000000001,1
216,216,0.6897,1,0.6500000000000001,1
217,217,0.8709,1,0.6500000000000001,1
218,218,0.9441,1,0.6500000000000001,1
219,219,0.6745,1,0.6500000000000001,1
220,220,0.7373,0,0.7000000000000002,1
221,221,0.8523,0,0.7000000000000002,1
222,222,0.7666,0,0.7000000000000002,1
223,223,0.7629,0,0.7000000000000002,1
224,224,0.488,0,0.7000000000000002,1
225,225,0.7724,1,0.7000000000000002,1
226,226,0.5589,1,0.7000000000000002,1
227,227,0.6685,1,0.7000000000000002,1
228,228,0.6985,1,0.7000000000000002,1
229,229,0.8033,1,0.7000000000000002,1
230,230,0.5665,0,0.7500000000000002,1
231,231,0.7696,0,0.7500000000000002,1
232,232,0.7674,0,0.7500000000000002,1
233,233,0.8442,0,0.7500000000000002,1
234,234,0.5746,0,0.7500000000000002,1
235,235,0.7391,1,0.7500000000000002,1
236,236,0.696,1,0.7500000000000002,1
237,237,0.7168,1,0.7500000000000002,1
238,238,0.7702,1,0.7500000000000002,1
239,239,0.7735,1,0.7500000000000002,1
240,240,0.8421,0,0.8000000000000002,1
241,241,0.574,0,0.8000000000000002,1
242,242,0.768,0,0.8000000000000002,1
243,243,0.6498,0,0.8000000000000002,1
244,244,0.5024,0,0.8000000000000002,1
245,245,0.5376,1,0.8000000000000002,1
246,246,0.6602,1,0.8000000000000002,1
247,247,0.569,1,0.8000000000000002,1
248,248,0.8582,1,0.8000000000000002,1
249,249,0.9440000000000001,1,0.8000000000000002,1
250,250,0.7464,0,0.8500000000000002,1
251,251,0.7617,0,0.8500000000000002,1
252,252,0.8563,0,0.8500000000000002,1
253,253,0.3831,0,0.8500000000000002,1
254,254,0.8395,0,0.8500000000000002,1
255,255,0.4009,1,0.8500000000000002,1
256,256,0.6732,1,0.8500000000000002,1
257,257,0.8753,1,0.8500000000000002,1
258,258,0.7643,1,0.8500000000000002,1
259,259,0.7694,1,0.8500000000000002,1
260,260,0.4959,0,0.9000000000000002,1
261,261,0.5915,0,0.9000000000000002,1
262,262,0.9540000000000001,0,0.9000000000000002,1
263,263,0.5839,0,0.9000000000000002,1
264,264,0.7682,0,0.9000000000000002,1
265,265,0.8602,1,0.9000000000000002,1
266,266,0.7178,1,0.9000000000000002,1
267,267,0.6103,1,0.9000000000000002,1
268,268,0.8183,1,0.9000000000000002,1
269,269,0.8581,1,0.9000000000000002,1
270,270,0.6603,0,0.9500000000000004,1
271,271,0.5031,0,0.9500000000000004,1
272,272,0.8726,0,0.9500000000000004,1
273,273,0.8438,0,0.9500000000000004,1
274,274,0.4929,0,0.9500000000000004,1
275,275,0.8863,1,0.9500000000000004,1
276,276,0.7936,1,0.9500000000000004,1
277,277,0.7028,1,0.9500000000000004,1
278,278,0.9515,1,0.9500000000000004,1
279,279,0.6354,1,0.9500000000000004,1
280,280,0.7675,0,1.0000000000000004,1
281,281,0.8423,0,1.0000000000000004,1
282,282,0.8416,0,1.0000000000000004,1
283,283,0.5844,0,1.0000000000000004,1
284,284,0.7752,0,1.0000000000000004,1
285,285,0.6043,1,1.0000000000000004,1
286,286,0.9523,1,1.0000000000000004,1
287,287,0.7724,1,1.0000000000000004,1
288,288,0.8237,1,1.0000000000000004,1
289,289,0.9513,1,1.0000000000000004,1
290,290,0.4045,0,1.0,1
291,291,0.7569,0,1.0,1
292,292,0.4617,0,1.0,1
293,293,0.4854,0,1.0,1
294,294,0.7784,0,1.0,1
295,295,0.6236,1,1.0,1
296,296,0.7806,1,1.0,1
297,297,0.5874,1,1.0,1
298,298,0.6679,1,1.0,1
299,299,0.6256,1,1.0,1
300,300,0.8549,0,1.2,1
301,301,0.6547,0,1.2,1
302,302,0.6663,0,1.2,1
303,303,0.682,0,1.2,1
304,304,0.6613,0,1.2,1
305,305,0.7147,1,1.2,1
306,306,0.8285,1,1.2,1
307,307,0.8786,1,1.2,1
308,308,0.7918,1,1.2,1
309,309,0.8719,1,1.2,1
310,310,0.9523,0,1.4,1
311,311,0.9478,0,1.4,1
312,312,0.84,0,1.4,1
313,313,0.8255,0,1.4,1
314,314,0.9563,0,1.4,1
315,315,0.6626,1,1.4,1
316,316,0.7007,1,1.4,1
317,317,0.7595,1,1.4,1
318,318,0.8574,1,1.4,1
319,319,0.5806,1,1.4,1
320,320,0.6596,0,1.6,1
321,321,0.2909,0,1.6,1
322,322,0.7592,0,1.6,1
323,323,0.6783,0,1.6,1
324,324,0.7673,0,1.6,1
325,325,0.8113,1,1.6,1
326,326,0.7338,1,1.6,1
327,327,0.8738,1,1.6,1
328,328,0.6838,1,1.6,1
329,329,0.6365,1,1.6,1
330,330,0.8675,0,1.7999999999999998,1
331,331,0.782,0,1.7999999999999998,1
332,332,0.9520000000000001,0,1.7999999999999998,1
333,333,0.7636,0,1.7999999999999998,1
334,334,0.7621,0,1.7999999999999998,1
335,335,0.8001,1,1.7999999999999998,1
336,336,0.8098,1,1.7999999999999998,1
337,337,0.8609,1,1.7999999999999998,1
338,338,0.8069,1,1.7999999999999998,1
339,339,0.9517,1,1.7999999999999998,1
340,340,0.8695,0,2.0,1
341,341,0.2919,0,2.0,1
342,342,0.6594,0,2.0,1
343,343,0.5814,0,2.0,1
344,344,0.9475,0,2.0,1
345,345,0.7571,1,2.0,1
346,346,0.6177,1,2.0,1
347,347,0.7782,1,2.0,1
348,348,0.8953,1,2.0,1
349,349,0.782,1,2.0,1
350,350,0.6663,0,2.2,1
351,351,0.8656,0,2.2,1
352,352,0.5566,0,2.2,1
353,353,0.6707,0,2.2,1
354,354,0.6737,0,2.2,1
355,355,0.6682,1,2.2,1
356,356,0.8969,1,2.2,1
357,357,0.8643,1,2.2,1
358,358,0.6809999999999999,1,2.2,1
359,359,0.7744,1,2.2,1
360,360,0.953,0,2.3999999999999995,1
361,361,0.8642,0,2.3999999999999995,1
362,362,0.8722,0,2.3999999999999995,1
363,363,0.7658,0,2.3999999999999995,1
364,364,0.8606,0,2.3999999999999995,1
365,365,0.804,1,2.3999999999999995,1
366,366,0.8483,1,2.3999999999999995,1
367,367,0.8768,1,2.3999999999999995,1
368,368,0.7957,1,2.3999999999999995,1
369,369,0.8,1,2.3999999999999995,1
370,370,0.9512,0,2.6,1
371,371,0.3709,0,2.6,1
372,372,0.4711,0,2.6,1
373,373,0.7735,0,2.6,1
374,374,0.7463,0,2.6,1
375,375,0.6635,1,2.6,1
376,376,0.9531,1,2.6,1
377,377,0.6656,1,2.6,1
378,378,0.8281,1,2.6,1
379,379,0.8227,1,2.6,1
380,380,0.7669,0,2.8,1
381,381,0.7812,0,2.8,1
382,382,0.6892,0,2.8,1
383,383,0.7615,0,2.8,1
384,384,0.8618,0,2.8,1
385,385,0.6947,1,2.8,1
386,386,0.8107,1,2.8,1
387,387,0.5567,1,2.8,1
388,388,0.8201,1,2.8,1
389,389,0.6703,1,2.8,1
390,390,0.6912,0,3.0,1
391,391,0.9513,0,3.0,1
392,392,0.8705,0,3.0,1
393,393,0.8677,0,3.0,1
394,394,0.5803,0,3.0,1
395,395,0.7083,1,3.0,1
396,396,0.7493,1,3.0,1
397,397,0.8724,1,3.0,1
398,398,0.5803,1,3.0,1
399,399,0.6772,1,3.0,1
400,400,0.8601,0,3.1999999999999997,1
401,401,0.765,0,3.1999999999999997,1
402,402,0.5681,0,3.1999999999999997,1
403,403,0.7833,0,3.1999999999999997,1
404,404,0.8483,0,3.1999999999999997,1
405,405,0.8769,1,3.1999999999999997,1
406,406,0.8118,1,3.1999999999999997,1
407,407,0.6155,1,3.1999999999999997,1
408,408,0.9548,1,3.1999999999999997,1
409,409,0.7955,1,3.1999999999999997,1
410,410,0.7425,0,3.3999999999999995,1
411,411,0.5631,0,3.3999999999999995,1
412,412,0.8634,0,3.3999999999999995,1
413,413,0.6798,0,3.3999999999999995,1
414,414,0.7651,0,3.3999999999999995,1
415,415,0.6893,1,3.3999999999999995,1
416,416,0.9516,1,3.3999999999999995,1
417,417,0.9393,1,3.3999999999999995,1
418,418,0.6842,1,3.3999999999999995,1
419,419,0.7959999999999999,1,3.3999999999999995,1
420,420,0.8614,0,3.6,1
421,421,0.6729,0,3.6,1
422,422,0.4784,0,3.6,1
423,423,0.778,0,3.6,1
424,424,0.9454,0,3.6,1
425,425,0.6961,1,3.6,1
426,426,0.8651,1,3.6,1
427,427,0.7719,1,3.6,1
428,428,0.8445,1,3.6,1
429,429,0.898,1,3.6,1
430,430,0.9512,0,3.8,1
431,431,0.8656,0,3.8,1
432,432,0.6661,0,3.8,1
433,433,0.7694,0,3.8,1
434,434,0.8628,0,3.8,1
435,435,0.6624,1,3.8,1
436,436,0.7157,1,3.8,1
437,437,0.9496,1,3.8,1
438,438,0.8658,1,3.8,1
439,439,0.8925,1,3.8,1
440,440,0.7543,0,3.9999999999999987,1
441,441,0.7506,0,3.9999999999999987,1
442,442,0.6517,0,3.9999999999999987,1
443,443,0.5569,0,3.9999999999999987,1
444,444,0.6702,0,3.9999999999999987,1
445,445,0.7151,1,3.9999999999999987,1
446,446,0.8729,1,3.9999999999999987,1
447,447,0.7121,1,3.9999999999999987,1
448,448,0.8128,1,3.9999999999999987,1
449,449,0.865,1,3.9999999999999987,1
450,450,0.8527,0,4.199999999999998,1
451,451,0.8579,0,4.199999999999998,1
452,452,0.5809,0,4.199999999999998,1
453,453,0.8668,0,4.199999999999998,1
454,454,0.757,0,4.199999999999998,1
455,455,0.9523,1,4.199999999999998,1
456,456,0.8531,1,4.199999999999998,1
457,457,0.8615,1,4.199999999999998,1
458,458,0.63,1,4.199999999999998,1
459,459,0.7093,1,4.199999999999998,1
460,460,0.7658,0,4.4,1
461,461,0.6607,0,4.4,1
462,462,0.5874,0,4.4,1
463,463,0.6748,0,4.4,1
464,464,0.6833,0,4.4,1
465,465,0.7698,1,4.4,1
466,466,0.7745,1,4.4,1
467,467,0.6921,1,4.4,1
468,468,0.6657,1,4.4,1
469,469,0.9509,1,4.4,1
470,470,0.7751,0,4.6,1
471,471,0.7749,0,4.6,1
472,472,0.8612,0,4.6,1
473,473,0.6578,0,4.6,1
474,474,0.6774,0,4.6,1
475,475,0.72,1,4.6,1
476,476,0.5333,1,4.6,1
477,477,0.9515,1,4.6,1
478,478,0.7629,1,4.6,1
479,479,0.8699,1,4.6,1
480,480,0.4991,0,4.799999999999999,1
481,481,0.8612,0,4.799999999999999,1
482,482,0.7528,0,4.799999999999999,1
483,483,0.8596,0,4.799999999999999,1
484,484,0.7585,0,4.799999999999999,1
485,485,0.785,1,4.799999999999999,1
486,486,0.6859,1,4.799999999999999,1
487,487,0.6053,1,4.799999999999999,1
488,488,0.8661,1,4.799999999999999,1
489,489,0.8259,1,4.799999999999999,1
490,490,0.6703,0,5.0,1
491,491,0.3786,0,5.0,1
492,492,0.8468,0,5.0,1
493,493,0.6604,0,5.0,1
494,494,0.8757,0,5.0,1
495,495,0.6411,1,5.0,1
496,496,0.9382,1,5.0,1
497,497,0.8934,1,5.0,1
498,498,0.7054,1,5.0,1
499,499,0.9506,1,5.0,1
500,500,0.5659,0,6.0,1
501,501,0.6561,0,6.0,1
502,502,0.6851,0,6.0,1
503,503,0.8638,0,6.0,1
504,504,0.7638,0,6.0,1
505,505,0.8186,1,6.0,1
506,506,0.9492,1,6.0,1
507,507,0.6947,1,6.0,1
508,508,0.953,1,6.0,1
509,509,0.7734,1,6.0,1
510,510,0.5048,0,7.0,1
511,511,0.4693,0,7.0,1
512,512,0.7787,0,7.0,1
513,513,0.6579,0,7.0,1
514,514,0.5831,0,7.0,1
515,515,0.9076,1,7.0,1
516,516,0.8805,1,7.0,1
517,517,0.7995,1,7.0,1
518,518,0.7918,1,7.0,1
519,519,0.7022,1,7.0,1
520,520,0.40700000000000003,0,8.0,1
521,521,0.3086,0,8.0,1
522,522,0.5762,0,8.0,1
523,523,0.5756,0,8.0,1
524,524,0.7663,0,8.0,1
525,525,0.7486,1,8.0,1
526,526,0.9183,1,8.0,1
527,527,0.8055,1,8.0,1
528,528,0.4879,1,8.0,1
529,529,0.8732,1,8.0,1
530,530,0.767,0,9.0,1
531,531,0.7598,0,9.0,1
532,532,0.7655,0,9.0,1
533,533,0.8512,0,9.0,1
534,534,0.5799,0,9.0,1
535,535,0.8427,1,9.0,1
536,536,0.8601,1,9.0,1
537,537,0.5723,1,9.0,1
538,538,0.6753,1,9.0,1
539,539,0.5399,1,9.0,1
540,540,0.6748,0,10.0,1
541,541,0.3754,0,10.0,1
542,542,0.5808,0,10.0,1
543,543,0.8615,0,10.0,1
544,544,0.956,0,10.0,1
545,545,0.6741,1,10.0,1
546,546,0.8535,1,10.0,1
547,547,0.7679,1,10.0,1
548,548,0.8729,1,10.0,1
549,549,0.866,1,10.0,1
550,550,0.8463,0,11.0,1
551,551,0.7781,0,11.0,1
552,552,0.7687,0,11.0,1
553,553,0.7698,0,11.0,1
554,554,0.665,0,11.0,1
555,555,0.5312,1,11.0,1
556,556,0.7187,1,11.0,1
557,557,0.7826,1,11.0,1
558,558,0.6803,1,11.0,1
559,559,0.8398,1,11.0,1
560,560,0.9497,0,12.0,1
561,561,0.7834,0,12.0,1
562,562,0.8693,0,12.0,1
563,563,0.953,0,12.0,1
564,564,0.4699,0,12.0,1
565,565,0.8582,1,12.0,1
566,566,0.7499,1,12.0,1
567,567,0.9462,1,12.0,1
568,568,0.6387,1,12.0,1
569,569,0.9520000000000001,1,12.0,1
570,570,0.6583,0,13.0,1
571,571,0.7799,0,13.0,1
572,572,0.5579999999999999,0,13.0,1
573,573,0.8623,0,13.0,1
574,574,0.8590000000000001,0,13.0,1
575,575,0.8659,1,13.0,1
576,576,0.7447,1,13.0,1
577,577,0.8936,1,13.0,1
578,578,0.7991,1,13.0,1
579,579,0.6874,1,13.0,1
580,580,0.769,0,14.0,1
581,581,0.8396,0,14.0,1
582,582,0.778,0,14.0,1
583,583,0.6885,0,14.0,1
584,584,0.7759,0,14.0,1
585,585,0.5724,1,14.0,1
586,586,0.8436,1,14.0,1
587,587,0.9522,1,14.0,1
588,588,0.8320000000000001,1,14.0,1
589,589,0.8909,1,14.0,1
590,590,0.8427,0,15.0,1
591,591,0.6853,0,15.0,1
592,592,0.5864,0,15.0,1
593,593,0.5877,0,15.0,1
594,594,0.9528,0,15.0,1
595,595,0.6868,1,15.0,1
596,596,0.8751,1,15.0,1
597,597,0.7674,1,15.0,1
598,598,0.4581,1,15.0,1
599,599,0.7971,1,15.0,1
600,600,0.9553,0,16.0,1
601,601,0.7549,0,16.0,1
602,602,0.5765,0,16.0,1
603,603,0.8665,0,16.0,1
604,604,0.8613,0,16.0,1
605,605,0.8418,1,16.0,1
606,606,0.4865,1,16.0,1
607,607,0.8343,1,16.0,1
608,608,0.5351,1,16.0,1
609,609,0.8373,1,16.0,1
610,610,0.8713,0,17.0,1
611,611,0.5738,0,17.0,1
612,612,0.6806,0,17.0,1
613,613,0.7608,0,17.0,1
614,614,0.7662,0,17.0,1
615,615,0.6962,1,17.0,1
616,616,0.8572,1,17.0,1
617,617,0.5704,1,17.0,1
618,618,0.6029,1,17.0,1
619,619,0.8576,1,17.0,1
620,620,0.5779,0,18.0,1
621,621,0.6914,0,18.0,1
622,622,0.7483,0,18.0,1
623,623,0.6587,0,18.0,1
624,624,0.6698,0,18.0,1
625,625,0.843,1,18.0,1
626,626,0.4644,1,18.0,1
627,627,0.6778,1,18.0,1
628,628,0.8540000000000001,1,18.0,1
629,629,0.9503,1,18.0,1
630,630,0.7536,0,19.0,1
631,631,0.6807,0,19.0,1
632,632,0.4868,0,19.0,1
633,633,0.6548,0,19.0,1
634,634,0.8564,0,19.0,1
635,635,0.7699,1,19.0,1
636,636,0.7981,1,19.0,1
637,637,0.8644,1,19.0,1
638,638,0.6177,1,19.0,1
639,639,0.8833,1,19.0,1
